title,genres,vote_average
Min and Bill,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.0
"20,000 Years in Sing Sing","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",5.8
The Great Train Robbery,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",7.1
Simon of the Desert,"[{'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",7.8
Tenacious D in The Pick of Destiny,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",6.5
The Facts of Life,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.4
It's a Wonderful World,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",4.7
"OSS 117: Cairo, Nest of Spies","[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",7.2
Reeker,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",5.2
Sitting Pretty,"[{'id': 35, 'name': 'Comedy'}]",6.1
The Last Hard Men,"[{'id': 37, 'name': 'Western'}]",6.6
A Brighter Summer Day,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8.4
Moog,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",4.4
The Nativity Story,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6.4
Van Wilder 2: The Rise of Taj,"[{'id': 35, 'name': 'Comedy'}]",5.1
Turistas,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.3
Blood Diamond,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",7.4
Dracula's Daughter,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",6.3
Doc Savage: The Man of Bronze,"[{'id': 12, 'name': 'Adventure'}]",5.3
She,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",5.7
Election 2,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",7.1
Unaccompanied Minors,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.5
Off the Black,"[{'id': 18, 'name': 'Drama'}]",6.0
Charlotte's Web,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5.8
Eragon,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",4.9
Rocky Balboa,"[{'id': 18, 'name': 'Drama'}]",6.5
Iron Island,"[{'id': 18, 'name': 'Drama'}]",8.1
Fur: An Imaginary Portrait of Diane Arbus,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",5.8
Girl Shy,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.9
The Dam Busters,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",7.0
Zombie Honeymoon,"[{'id': 27, 'name': 'Horror'}]",4.4
Another Gay Movie,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.2
The Myth,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",6.3
Oyster Farmer,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",6.3
Waterloo Bridge,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",7.3
Red-Headed Woman,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.3
Daniel,"[{'id': 18, 'name': 'Drama'}]",6.2
Power,"[{'id': 18, 'name': 'Drama'}]",5.6
Lost Horizon,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",4.6
The Man Who Never Was,"[{'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6.8
Something Wild,"[{'id': 18, 'name': 'Drama'}]",6.5
The Painted Veil,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.1
We Are Marshall,"[{'id': 18, 'name': 'Drama'}]",6.7
The Place Promised in Our Early Days,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",6.9
The Plague Dogs,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",8.0
The Good Shepherd,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}]",6.3
Dreamgirls,"[{'id': 18, 'name': 'Drama'}]",6.6
The Page Turner,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",6.7
Loose Change: 2nd Edition,"[{'id': 99, 'name': 'Documentary'}]",6.3
We Feed the World,"[{'id': 99, 'name': 'Documentary'}]",7.5
The Decameron,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.9
Freedom Writers,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",7.6
When the Levees Broke: A Requiem in Four Acts,"[{'id': 99, 'name': 'Documentary'}]",7.0
The Intruder,"[{'id': 18, 'name': 'Drama'}]",7.4
Katzelmacher,"[{'id': 18, 'name': 'Drama'}]",6.7
INLAND EMPIRE,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",7.1
Sebastiane,"[{'id': 18, 'name': 'Drama'}]",8.0
Caravaggio,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6.3
Wild Side,"[{'id': 18, 'name': 'Drama'}]",6.9
The History Boys,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.6
Notes on a Scandal,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.9
Children Shouldn't Play with Dead Things,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",5.3
Inferno,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.1
The Face Behind the Mask,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.0
The Life of Jesus,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",6.7
DOA: Dead or Alive,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.0
Curse of the Golden Flower,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",6.6
The Bothersome Man,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",6.9
Don't Drink the Water,"[{'id': 35, 'name': 'Comedy'}]",4.9
The Good German,"[{'id': 10752, 'name': 'War'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",5.9
Sweet Land,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.1
Letters from Iwo Jima,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",7.2
Presenting Lily Mars,"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",6.0
Black Christmas,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",4.8
Happily N'Ever After,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",4.6
Home of the Brave,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",5.5
Code Name: The Cleaner,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",4.7
Stomp the Yard,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",6.1
Miss Potter,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",6.3
Arthur and the Invisibles,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",6.0
Tell Me Something,"[{'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5.8
Loving Annabelle,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.4
American Pie Presents: The Naked Mile,"[{'id': 35, 'name': 'Comedy'}]",5.3
Rolling Family,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.4
The Young Girls of Rochefort,"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",7.5
Alice in the Cities,"[{'id': 18, 'name': 'Drama'}]",7.2
David and Bathsheba,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4.7
Old Joy,"[{'id': 18, 'name': 'Drama'}]",6.3
The Banquet,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",6.2
Venus,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.5
My Bollywood Bride,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",3.0
Rosario Tijeras,"[{'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",6.1
American Madness,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",5.4
The Return of Don Camillo,"[{'id': 35, 'name': 'Comedy'}]",7.2
Don Camillo,"[{'id': 35, 'name': 'Comedy'}]",7.6
Invisible Waves,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.8
Cold Showers,"[{'id': 18, 'name': 'Drama'}]",4.9
The Singer,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.7
Primeval,"[{'id': 12, 'name': 'Adventure'}]",4.7
Alpha Dog,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.6
The Hitcher,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",5.6
The Dead Girl,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.4
Testament of Orpheus,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",7.8
House Of 9,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",4.9
A Stolen Life,"[{'id': 18, 'name': 'Drama'}]",7.6
After the Wedding,"[{'id': 18, 'name': 'Drama'}]",7.2
Time,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",7.1
Into Great Silence,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",8.4
Dinner for One,"[{'id': 35, 'name': 'Comedy'}]",6.8
Red Doors,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4.3
The Wendell Baker Story,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.2
Crawlspace,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.4
Linda Linda Linda,"[{'id': 35, 'name': 'Comedy'}]",7.3
Juarez,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",6.4
The Weeping Meadow,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",7.3
Daisies,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",7.3
Bridge to Terabithia,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",7.0
Beer League,"[{'id': 35, 'name': 'Comedy'}]",5.3
Dead Meat,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",4.0
Killer of Sheep,"[{'id': 18, 'name': 'Drama'}]",6.5
The Blood of a Poet,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",6.7
Dirty Sanchez: The Movie,"[{'id': 35, 'name': 'Comedy'}]",5.6
Shadows in the Sun,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.3
House,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",7.1
Kenny,"[{'id': 35, 'name': 'Comedy'}]",6.1
49 Up,"[{'id': 99, 'name': 'Documentary'}]",6.9
Waitress,"[{'id': 35, 'name': 'Comedy'}]",6.6
The Secret,"[{'id': 99, 'name': 'Documentary'}]",5.5
Neverwas,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",6.4
Seven Up!,"[{'id': 99, 'name': 'Documentary'}]",7.5
7 Plus Seven,"[{'id': 99, 'name': 'Documentary'}]",7.5
Record of a Tenement Gentleman,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.8
R-Point,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 27, 'name': 'Horror'}]",6.3
Catch and Release,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.8
Smokin' Aces,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.4
Blood and Chocolate,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",5.5
Epic Movie,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",3.2
The Messengers,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",5.6
Because I Said So,"[{'id': 35, 'name': 'Comedy'}]",5.8
Hannibal Rising,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.0
Norbit,"[{'id': 35, 'name': 'Comedy'}]",5.0
Billy the Kid vs. Dracula,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",4.7
Red Angel,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",7.3
The Boss of It All,"[{'id': 35, 'name': 'Comedy'}]",6.8
Cocaine Cowboys,"[{'id': 28, 'name': 'Action'}, {'id': 99, 'name': 'Documentary'}]",7.5
Lonely Hearts,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",6.0
Ratatouille,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",7.5
Five Fingers,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.9
Izo,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 36, 'name': 'History'}, {'id': 27, 'name': 'Horror'}]",6.1
Lola,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.3
The Point!,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",6.9
"Paris, je t'aime","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.7
The Astronaut Farmer,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",6.2
Murk,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",6.8
"Wake Up, Ron Burgundy: The Lost Movie","[{'id': 35, 'name': 'Comedy'}]",5.5
SPL: Kill Zone,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.8
Mafioso,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]",6.8
It's a Boy Girl Thing,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",6.3
Myra Breckinridge,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4.8
Vice Squad,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6.0
The Ugly Duckling and Me!,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",4.7
Danika,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.4
Days of Glory,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",6.7
The Strange Case of Dr. Jekyll and Mr. Hyde,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",0.0
Schizo,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.0
The Odyssey,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",6.3
Unknown,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6.4
Magical Mystery Tour,"[{'id': 10402, 'name': 'Music'}]",5.8
Ringers - Lord of the Fans,"[{'id': 99, 'name': 'Documentary'}]",4.7
Sisters of the Gion,"[{'id': 18, 'name': 'Drama'}]",6.7
Trailer Park Boys: The Movie,"[{'id': 35, 'name': 'Comedy'}]",6.8
Ghost Rider,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",5.2
Breach,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}]",6.5
Daddy's Little Girls,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.6
Music and Lyrics,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",6.2
The Number 23,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",6.3
Reno 911!: Miami,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.6
Black Snake Moan,"[{'id': 18, 'name': 'Drama'}]",6.6
Gray Matters,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.8
Be with Me,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",6.8
Shooting Gallery,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",5.6
What Will You Do When You Catch Me?,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",8.5
The Dagger of Kamui,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",5.1
loudQUIETloud: A Film About the Pixies,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",6.9
My Father and My Son,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7.8
Factory Girl,"[{'id': 18, 'name': 'Drama'}]",6.2
Salon Kitty,"[{'id': 18, 'name': 'Drama'}]",4.6
Human Trafficking,"[{'id': 18, 'name': 'Drama'}]",7.2
Kidulthood,"[{'id': 18, 'name': 'Drama'}]",6.2
Like Mike 2: Streetball,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",3.6
Lady in Cement,"[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.6
Street Trash,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",5.6
Fighting Elegy,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7.1
Salvatore Giuliano,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",6.4
First Man Into Space,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",5.2
I Drink Your Blood,"[{'id': 27, 'name': 'Horror'}]",6.2
Hot Fuzz,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",7.4
Dead Heat on a Merry-Go-Round,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.0
The 36th Chamber of Shaolin,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",7.6
Mad Love,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",6.8
The Trial of Billy Jack,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",6.8
The Savage Innocents,"[{'id': 18, 'name': 'Drama'}]",7.4
Karla,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4.8
The Consequences of Love,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",7.6
Golden Door,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.0
Kamchatka,"[{'id': 18, 'name': 'Drama'}]",6.3
The Leopard Man,"[{'id': 27, 'name': 'Horror'}]",6.4
Family Law,"[{'id': 18, 'name': 'Drama'}]",7.0
Emil in Lonneberga,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",6.2
Citizen X,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6.9
Cats,"[{'id': 10402, 'name': 'Music'}]",7.1
The Canterbury Tales,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.1
The Forest for the Trees,"[{'id': 18, 'name': 'Drama'}]",7.7
Next,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.9
Breaking and Entering,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.3
Changing Times,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",6.5
God Grew Tired of Us,"[{'id': 99, 'name': 'Documentary'}]",7.5
Iraq in Fragments,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",6.8
Amazing Grace,"[{'id': 18, 'name': 'Drama'}]",7.0
Romanzo criminale,"[{'id': 18, 'name': 'Drama'}]",7.3
2001 Maniacs,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",4.9
Wise Guys,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6.1
Teen Wolf Too,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",3.8
The Grim Reaper,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10769, 'name': 'Foreign'}]",6.8
Body Count,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",6.8
Zodiac,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",7.3
